image_name class_id x y w h
track0091[01].png 0 0.34375 0.6 0.109375 0.55
track0091[01].png 0 0.515625 0.6 0.109375 0.55
track0091[01].png 0 0.640625 0.6 0.109375 0.55
track0091[01].png 0 0.21875 0.55 0.109375 0.55
track0091[01].png 0 0.109375 0.6 0.09375 0.55
track0091[01].png 0 0.859375 0.6 0.0625 0.55
track0091[01].png 0 0.75 0.6 0.046875 0.55
track0091[02].png 0 0.515625 0.5909090909090909 0.09375 0.5
track0091[02].png 0 0.34375 0.5909090909090909 0.109375 0.5
track0091[02].png 0 0.625 0.5909090909090909 0.109375 0.5
track0091[02].png 0 0.234375 0.5909090909090909 0.109375 0.5
track0091[02].png 0 0.109375 0.5909090909090909 0.09375 0.5
track0091[02].png 0 0.859375 0.5909090909090909 0.0625 0.5
track0091[02].png 0 0.75 0.5909090909090909 0.046875 0.5454545454545454
track0091[03].png 0 0.34375 0.5909090909090909 0.09375 0.45454545454545453
track0091[03].png 0 0.625 0.5909090909090909 0.109375 0.5
track0091[03].png 0 0.515625 0.5909090909090909 0.09375 0.5
track0091[03].png 0 0.21875 0.5454545454545454 0.109375 0.5
track0091[03].png 0 0.109375 0.5909090909090909 0.09375 0.5
track0091[03].png 0 0.859375 0.5909090909090909 0.046875 0.5
track0091[03].png 0 0.75 0.5909090909090909 0.046875 0.5
track0091[04].png 0 0.515625 0.5454545454545454 0.109375 0.5
track0091[04].png 0 0.34375 0.5454545454545454 0.109375 0.5
track0091[04].png 0 0.625 0.5909090909090909 0.109375 0.5
track0091[04].png 0 0.109375 0.5454545454545454 0.09375 0.5
track0091[04].png 0 0.21875 0.5454545454545454 0.109375 0.5
track0091[04].png 0 0.734375 0.5909090909090909 0.046875 0.5
track0091[04].png 0 0.859375 0.5909090909090909 0.046875 0.5
track0091[05].png 0 0.34375 0.5416666666666666 0.109375 0.4583333333333333
track0091[05].png 0 0.515625 0.5833333333333334 0.109375 0.4583333333333333
track0091[05].png 0 0.125 0.5416666666666666 0.09375 0.4583333333333333
track0091[05].png 0 0.640625 0.5833333333333334 0.109375 0.4583333333333333
track0091[05].png 0 0.234375 0.5416666666666666 0.109375 0.4583333333333333
track0091[05].png 0 0.859375 0.5833333333333334 0.046875 0.4583333333333333
track0091[05].png 0 0.75 0.5833333333333334 0.046875 0.4583333333333333
track0091[06].png 0 0.515625 0.6363636363636364 0.09375 0.45454545454545453
track0091[06].png 0 0.34375 0.5909090909090909 0.109375 0.5
track0091[06].png 0 0.625 0.6363636363636364 0.109375 0.45454545454545453
track0091[06].png 0 0.21875 0.5909090909090909 0.109375 0.5
track0091[06].png 0 0.109375 0.5909090909090909 0.09375 0.5
track0091[06].png 0 0.859375 0.6363636363636364 0.046875 0.5
track0091[06].png 0 0.734375 0.6363636363636364 0.046875 0.5
track0091[07].png 0 0.515625 0.6363636363636364 0.09375 0.5
track0091[07].png 0 0.34375 0.5909090909090909 0.09375 0.5
track0091[07].png 0 0.625 0.6363636363636364 0.109375 0.45454545454545453
track0091[07].png 0 0.234375 0.5909090909090909 0.09375 0.5
track0091[07].png 0 0.125 0.5909090909090909 0.109375 0.5
track0091[07].png 0 0.75 0.6363636363636364 0.046875 0.5
track0091[07].png 0 0.859375 0.6363636363636364 0.046875 0.5
track0091[08].png 0 0.625 0.6363636363636364 0.109375 0.45454545454545453
track0091[08].png 0 0.515625 0.6363636363636364 0.109375 0.45454545454545453
track0091[08].png 0 0.34375 0.5909090909090909 0.109375 0.5
track0091[08].png 0 0.234375 0.5909090909090909 0.09375 0.5
track0091[08].png 0 0.109375 0.5909090909090909 0.09375 0.5
track0091[08].png 0 0.84375 0.6363636363636364 0.046875 0.5
track0091[08].png 0 0.734375 0.6363636363636364 0.046875 0.5
track0091[09].png 0 0.6290322580645161 0.6363636363636364 0.11290322580645161 0.45454545454545453
track0091[09].png 0 0.5161290322580645 0.6363636363636364 0.0967741935483871 0.45454545454545453
track0091[09].png 0 0.3387096774193548 0.5909090909090909 0.0967741935483871 0.45454545454545453
track0091[09].png 0 0.11290322580645161 0.5909090909090909 0.0967741935483871 0.5
track0091[09].png 0 0.22580645161290322 0.5909090909090909 0.11290322580645161 0.5
track0091[09].png 0 0.8548387096774194 0.6363636363636364 0.04838709677419355 0.5
track0091[09].png 0 0.7419354838709677 0.6363636363636364 0.04838709677419355 0.5
track0091[10].png 0 0.5161290322580645 0.6363636363636364 0.0967741935483871 0.45454545454545453
track0091[10].png 0 0.3387096774193548 0.6363636363636364 0.11290322580645161 0.45454545454545453
track0091[10].png 0 0.6290322580645161 0.6363636363636364 0.11290322580645161 0.45454545454545453
track0091[10].png 0 0.22580645161290322 0.5909090909090909 0.0967741935483871 0.45454545454545453
track0091[10].png 0 0.11290322580645161 0.5909090909090909 0.0967741935483871 0.5
track0091[10].png 0 0.8548387096774194 0.6363636363636364 0.04838709677419355 0.5
track0091[10].png 0 0.7419354838709677 0.6363636363636364 0.04838709677419355 0.5
track0091[11].png 0 0.5161290322580645 0.6363636363636364 0.0967741935483871 0.45454545454545453
track0091[11].png 0 0.6290322580645161 0.6363636363636364 0.11290322580645161 0.45454545454545453
track0091[11].png 0 0.3387096774193548 0.5909090909090909 0.0967741935483871 0.45454545454545453
track0091[11].png 0 0.11290322580645161 0.5909090909090909 0.0967741935483871 0.45454545454545453
track0091[11].png 0 0.8548387096774194 0.6363636363636364 0.04838709677419355 0.5
track0091[11].png 0 0.22580645161290322 0.5909090909090909 0.0967741935483871 0.5
track0091[11].png 0 0.7419354838709677 0.6363636363636364 0.04838709677419355 0.5
track0091[12].png 0 0.35 0.5909090909090909 0.1 0.45454545454545453
track0091[12].png 0 0.23333333333333334 0.5454545454545454 0.1 0.45454545454545453
track0091[12].png 0 0.5166666666666667 0.5909090909090909 0.1 0.45454545454545453
track0091[12].png 0 0.6333333333333333 0.5909090909090909 0.11666666666666667 0.5
track0091[12].png 0 0.11666666666666667 0.5909090909090909 0.1 0.5
track0091[12].png 0 0.75 0.5909090909090909 0.05 0.5
track0091[12].png 0 0.8666666666666667 0.5909090909090909 0.05 0.5
track0091[12].png 0 0.8833333333333333 0.5909090909090909 0.06666666666666667 0.5
track0091[13].png 0 0.35 0.6 0.1 0.5
track0091[13].png 0 0.6333333333333333 0.6 0.11666666666666667 0.5
track0091[13].png 0 0.5166666666666667 0.6 0.1 0.5
track0091[13].png 0 0.23333333333333334 0.55 0.1 0.5
track0091[13].png 0 0.11666666666666667 0.55 0.1 0.55
track0091[13].png 0 0.8666666666666667 0.6 0.05 0.55
track0091[13].png 0 0.75 0.6 0.05 0.55
track0091[14].png 0 0.3333333333333333 0.5454545454545454 0.1 0.45454545454545453
track0091[14].png 0 0.5166666666666667 0.5454545454545454 0.1 0.5
track0091[14].png 0 0.23333333333333334 0.5454545454545454 0.1 0.45454545454545453
track0091[14].png 0 0.6333333333333333 0.5454545454545454 0.11666666666666667 0.5
track0091[14].png 0 0.1 0.5454545454545454 0.1 0.45454545454545453
track0091[14].png 0 0.8666666666666667 0.5454545454545454 0.05 0.5
track0091[14].png 0 0.7333333333333333 0.5454545454545454 0.05 0.5
track0091[15].png 0 0.23333333333333334 0.5454545454545454 0.08333333333333333 0.45454545454545453
track0091[15].png 0 0.3333333333333333 0.5454545454545454 0.1 0.45454545454545453
track0091[15].png 0 0.6333333333333333 0.5454545454545454 0.1 0.45454545454545453
track0091[15].png 0 0.5166666666666667 0.5454545454545454 0.1 0.45454545454545453
track0091[15].png 0 0.8666666666666667 0.5909090909090909 0.05 0.5
track0091[15].png 0 0.1 0.5454545454545454 0.1 0.45454545454545453
track0091[15].png 0 0.75 0.5454545454545454 0.05 0.5
track0091[16].png 0 0.5166666666666667 0.5909090909090909 0.1 0.5
track0091[16].png 0 0.23333333333333334 0.5454545454545454 0.1 0.45454545454545453
track0091[16].png 0 0.35 0.5909090909090909 0.1 0.45454545454545453
track0091[16].png 0 0.6333333333333333 0.5909090909090909 0.1 0.45454545454545453
