image_name class_id x y w h
track0091[01].png 0 0.496 0.7974137931034483 0.256 0.09482758620689655
track0091[02].png 0 0.496 0.8 0.252 0.09565217391304348
track0091[03].png 0 0.496 0.8070175438596491 0.252 0.09649122807017543
track0091[04].png 0 0.5 0.8026315789473685 0.252 0.09649122807017543
track0091[05].png 0 0.491869918699187 0.8026315789473685 0.25609756097560976 0.09649122807017543
track0091[06].png 0 0.4959349593495935 0.8008849557522124 0.25203252032520324 0.09734513274336283
track0091[07].png 0 0.4959016393442623 0.8008849557522124 0.2540983606557377 0.09734513274336283
track0091[08].png 0 0.4959349593495935 0.8035714285714286 0.25203252032520324 0.09821428571428571
track0091[09].png 0 0.5 0.7991071428571429 0.256198347107438 0.09375
track0091[10].png 0 0.49173553719008267 0.7972972972972973 0.25206611570247933 0.0945945945945946
track0091[11].png 0 0.5 0.8 0.25630252100840334 0.09545454545454546
track0091[12].png 0 0.5 0.7909090909090909 0.25210084033613445 0.09545454545454546
track0091[13].png 0 0.5 0.8027522935779816 0.2542372881355932 0.0963302752293578
track0091[14].png 0 0.5 0.7935779816513762 0.2542372881355932 0.0963302752293578
track0091[15].png 0 0.49145299145299143 0.794392523364486 0.25213675213675213 0.09813084112149532
track0091[16].png 0 0.4956896551724138 0.7916666666666666 0.2543103448275862 0.09722222222222222
track0091[17].png 0 0.49137931034482757 0.794392523364486 0.2543103448275862 0.09813084112149532
track0091[18].png 0 0.4956521739130435 0.7897196261682243 0.25217391304347825 0.09345794392523364
track0091[19].png 0 0.5 0.7877358490566038 0.25 0.09433962264150944
track0091[20].png 0 0.49557522123893805 0.7830188679245284 0.252212389380531 0.09433962264150944
track0091[21].png 0 0.5 0.7932692307692307 0.2544642857142857 0.09615384615384616
track0091[22].png 0 0.4955357142857143 0.7788461538461539 0.25 0.09615384615384616
track0091[23].png 0 0.5 0.7912621359223301 0.2545454545454545 0.0970873786407767
track0091[24].png 0 0.5 0.7864077669902912 0.2545454545454545 0.09223300970873786
track0091[25].png 0 0.5045871559633027 0.7794117647058824 0.25229357798165136 0.09313725490196079
track0091[26].png 0 0.5 0.7794117647058824 0.25229357798165136 0.09313725490196079
track0091[27].png 0 0.5046296296296297 0.7772277227722773 0.25 0.09405940594059406
track0091[28].png 0 0.5 0.785 0.2523364485981308 0.095
track0091[29].png 0 0.5047169811320755 0.7878787878787878 0.25 0.09595959595959595
track0091[30].png 0 0.5047619047619047 0.7835051546391752 0.2523809523809524 0.09278350515463918
track0092[01].png 0 0.5143884892086331 0.5286885245901639 0.2841726618705036 0.10655737704918032
track0092[02].png 0 0.5142857142857142 0.5286885245901639 0.2857142857142857 0.10655737704918032
track0092[03].png 0 0.5177304964539007 0.5409836065573771 0.28368794326241137 0.10655737704918032
track0092[04].png 0 0.513986013986014 0.5365853658536586 0.28321678321678323 0.10569105691056911
track0092[05].png 0 0.5176056338028169 0.532 0.2852112676056338 0.108
track0092[06].png 0 0.5173611111111112 0.5277777777777778 0.28125 0.10714285714285714
track0092[07].png 0 0.5172413793103449 0.5317460317460317 0.2827586206896552 0.10714285714285714
track0092[08].png 0 0.5172413793103449 0.5354330708661418 0.2827586206896552 0.1062992125984252
track0092[09].png 0 0.5170068027210885 0.53125 0.282312925170068 0.10546875
track0092[10].png 0 0.5170068027210885 0.5433070866141733 0.282312925170068 0.11023622047244094
track0092[11].png 0 0.5168918918918919 0.5307692307692308 0.28378378378378377 0.1076923076923077
track0092[12].png 0 0.5166666666666667 0.5346153846153846 0.2866666666666667 0.1076923076923077
track0092[13].png 0 0.5198675496688742 0.5225563909774437 0.2847682119205298 0.10902255639097744
track0092[14].png 0 0.5197368421052632 0.5378787878787878 0.28618421052631576 0.10606060606060606
track0092[15].png 0 0.5197368421052632 0.5298507462686567 0.2894736842105263 0.10820895522388059
track0092[16].png 0 0.5194805194805194 0.5373134328358209 0.2857142857142857 0.11194029850746269
track0092[17].png 0 0.5160256410256411 0.5333333333333333 0.28525641025641024 0.1111111111111111
track0092[18].png 0 0.5160256410256411 0.5407407407407407 0.28525641025641024 0.1111111111111111
track0092[19].png 0 0.5222929936305732 0.5364963503649635 0.28662420382165604 0.10948905109489052
track0092[20].png 0 0.5189873417721519 0.5398550724637681 0.2848101265822785 0.10869565217391304
track0092[21].png 0 0.5157232704402516 0.539568345323741 0.2861635220125786 0.1079136690647482
